Year of Birth,Gender,Ethnicity,Child's First Name,Count,Rank,Gender,Ethnicity,Child's First Name,Sub1,Sub2,
2013,MALE,HISPANIC,Julian,103,30,Male,Hispanic,Julian,Hispanic,Hispanic,
2013,MALE,HISPANIC,Nicholas,98,31,Male,Hispanic,Nicholas,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jeremiah,94,32,Male,Hispanic,Jeremiah,Hispanic,Hispanic,
2013,MALE,HISPANIC,Joel,92,33,Male,Hispanic,Joel,Hispanic,Hispanic,
2013,MALE,HISPANIC,Ian,91,34,Male,Hispanic,Ian,Hispanic,Hispanic,
2013,MALE,HISPANIC,Isaac,87,35,Male,Hispanic,Isaac,Hispanic,Hispanic,
2013,MALE,HISPANIC,Miguel,85,36,Male,Hispanic,Miguel,Hispanic,Hispanic,
2013,MALE,HISPANIC,Carlos,83,37,Male,Hispanic,Carlos,Hispanic,Hispanic,
2013,MALE,HISPANIC,Logan,80,38,Male,Hispanic,Logan,Hispanic,Hispanic,
2013,MALE,HISPANIC,James,79,39,Male,Hispanic,James,Hispanic,Hispanic,
2013,MALE,HISPANIC,Andrew,78,40,Male,Hispanic,Andrew,Hispanic,Hispanic,
2013,MALE,HISPANIC,Bryan,78,40,Male,Hispanic,Bryan,Hispanic,Hispanic,
2013,MALE,HISPANIC,Steven,75,41,Male,Hispanic,Steven,Hispanic,Hispanic,
2013,MALE,HISPANIC,Xavier,74,42,Male,Hispanic,Xavier,Hispanic,Hispanic,
2013,MALE,HISPANIC,Ayden,73,43,Male,Hispanic,Ayden,Hispanic,Hispanic,
2013,MALE,HISPANIC,Elias,72,44,Male,Hispanic,Elias,Hispanic,Hispanic,
2013,MALE,HISPANIC,Alejandro,71,45,Male,Hispanic,Alejandro,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jason,71,45,Male,Hispanic,Jason,Hispanic,Hispanic,
2013,MALE,HISPANIC,Juan,68,47,Male,Hispanic,Juan,Hispanic,Hispanic,
2013,MALE,HISPANIC,Samuel,66,48,Male,Hispanic,Samuel,Hispanic,Hispanic,
2013,MALE,HISPANIC,William,66,48,Male,Hispanic,William,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jesus,64,49,Male,Hispanic,Jesus,Hispanic,Hispanic,
2013,MALE,HISPANIC,Josiah,64,49,Male,Hispanic,Josiah,Hispanic,Hispanic,
2013,MALE,HISPANIC,Alan,63,50,Male,Hispanic,Alan,Hispanic,Hispanic,
2013,MALE,HISPANIC,Isaiah,63,50,Male,Hispanic,Isaiah,Hispanic,Hispanic,
2013,MALE,HISPANIC,Nicolas,63,50,Male,Hispanic,Nicolas,Hispanic,Hispanic,
2013,MALE,HISPANIC,John,62,51,Male,Hispanic,John,Hispanic,Hispanic,
2013,MALE,HISPANIC,Benjamin,61,52,Male,Hispanic,Benjamin,Hispanic,Hispanic,
2013,MALE,HISPANIC,Evan,61,52,Male,Hispanic,Evan,Hispanic,Hispanic,
2013,MALE,HISPANIC,Gael,61,52,Male,Hispanic,Gael,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jaden,61,52,Male,Hispanic,Jaden,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jordan,61,52,Male,Hispanic,Jordan,Hispanic,Hispanic,
2013,MALE,HISPANIC,Erick,60,53,Male,Hispanic,Erick,Hispanic,Hispanic,
2013,MALE,HISPANIC,Mateo,59,54,Male,Hispanic,Mateo,Hispanic,Hispanic,
2013,MALE,HISPANIC,Axel,55,55,Male,Hispanic,Axel,Hispanic,Hispanic,
2013,MALE,HISPANIC,Adam,53,56,Male,Hispanic,Adam,Hispanic,Hispanic,
2013,MALE,HISPANIC,Emmanuel,53,56,Male,Hispanic,Emmanuel,Hispanic,Hispanic,
2013,MALE,HISPANIC,Alex,52,57,Male,Hispanic,Alex,Hispanic,Hispanic,
2013,MALE,HISPANIC,Diego,51,58,Male,Hispanic,Diego,Hispanic,Hispanic,
2013,MALE,HISPANIC,Edward,51,58,Male,Hispanic,Edward,Hispanic,Hispanic,
2013,MALE,HISPANIC,Leonardo,51,58,Male,Hispanic,Leonardo,Hispanic,Hispanic,
2013,MALE,HISPANIC,Nathaniel,51,58,Male,Hispanic,Nathaniel,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jace,49,59,Male,Hispanic,Jace,Hispanic,Hispanic,
2013,MALE,HISPANIC,Victor,48,60,Male,Hispanic,Victor,Hispanic,Hispanic,
2013,MALE,HISPANIC,Cristian,47,61,Male,Hispanic,Cristian,Hispanic,Hispanic,
2013,MALE,HISPANIC,Damian,47,61,Male,Hispanic,Damian,Hispanic,Hispanic,
2013,MALE,HISPANIC,Derek,47,61,Male,Hispanic,Derek,Hispanic,Hispanic,
2013,MALE,HISPANIC,Eli,46,62,Male,Hispanic,Eli,Hispanic,Hispanic,
2013,MALE,HISPANIC,Robert,46,62,Male,Hispanic,Robert,Hispanic,Hispanic,
2013,MALE,HISPANIC,Caleb,45,63,Male,Hispanic,Caleb,Hispanic,Hispanic,
2013,MALE,HISPANIC,Kayden,44,64,Male,Hispanic,Kayden,Hispanic,Hispanic,
2013,MALE,HISPANIC,Santiago,44,64,Male,Hispanic,Santiago,Hispanic,Hispanic,
2013,MALE,HISPANIC,Eric,39,66,Male,Hispanic,Eric,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jorge,39,66,Male,Hispanic,Jorge,Hispanic,Hispanic,
2013,MALE,HISPANIC,Tyler,39,66,Male,Hispanic,Tyler,Hispanic,Hispanic,
2013,MALE,HISPANIC,Austin,38,67,Male,Hispanic,Austin,Hispanic,Hispanic,
2013,MALE,HISPANIC,Brian,38,67,Male,Hispanic,Brian,Hispanic,Hispanic,
2013,MALE,HISPANIC,Giovanni,38,67,Male,Hispanic,Giovanni,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jadiel,38,67,Male,Hispanic,Jadiel,Hispanic,Hispanic,
2013,MALE,HISPANIC,Thiago,38,67,Male,Hispanic,Thiago,Hispanic,Hispanic,
2013,MALE,HISPANIC,Fernando,37,68,Male,Hispanic,Fernando,Hispanic,Hispanic,
2013,MALE,HISPANIC,Oscar,37,68,Male,Hispanic,Oscar,Hispanic,Hispanic,
2013,MALE,HISPANIC,Anderson,36,69,Male,Hispanic,Anderson,Hispanic,Hispanic,
2013,MALE,HISPANIC,Edwin,36,69,Male,Hispanic,Edwin,Hispanic,Hispanic,
2013,MALE,HISPANIC,Iker,36,69,Male,Hispanic,Iker,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jake,36,69,Male,Hispanic,Jake,Hispanic,Hispanic,
2013,MALE,HISPANIC,Javier,36,69,Male,Hispanic,Javier,Hispanic,Hispanic,
2013,MALE,HISPANIC,Randy,36,69,Male,Hispanic,Randy,Hispanic,Hispanic,
2013,MALE,HISPANIC,Josue,35,70,Male,Hispanic,Josue,Hispanic,Hispanic,
2013,MALE,HISPANIC,Max,35,70,Male,Hispanic,Max,Hispanic,Hispanic,
2013,MALE,HISPANIC,Dominic,34,71,Male,Hispanic,Dominic,Hispanic,Hispanic,
2013,MALE,HISPANIC,Henry,34,71,Male,Hispanic,Henry,Hispanic,Hispanic,
2013,MALE,HISPANIC,Kaiden,33,72,Male,Hispanic,Kaiden,Hispanic,Hispanic,
2013,MALE,HISPANIC,Rafael,33,72,Male,Hispanic,Rafael,Hispanic,Hispanic,
2013,MALE,HISPANIC,Aidan,32,73,Male,Hispanic,Aidan,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jack,32,73,Male,Hispanic,Jack,Hispanic,Hispanic,
2013,MALE,HISPANIC,Johan,32,73,Male,Hispanic,Johan,Hispanic,Hispanic,
2013,MALE,HISPANIC,Andy,31,74,Male,Hispanic,Andy,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jeffrey,31,74,Male,Hispanic,Jeffrey,Hispanic,Hispanic,
2013,MALE,HISPANIC,Francisco,30,75,Male,Hispanic,Francisco,Hispanic,Hispanic,
2013,MALE,HISPANIC,Andres,29,76,Male,Hispanic,Andres,Hispanic,Hispanic,
2013,MALE,HISPANIC,Antonio,29,76,Male,Hispanic,Antonio,Hispanic,Hispanic,
2013,MALE,HISPANIC,Cesar,29,76,Male,Hispanic,Cesar,Hispanic,Hispanic,
2013,MALE,HISPANIC,Dariel,29,76,Male,Hispanic,Dariel,Hispanic,Hispanic,
2013,MALE,HISPANIC,Omar,28,77,Male,Hispanic,Omar,Hispanic,Hispanic,
2013,MALE,HISPANIC,Gavin,27,78,Male,Hispanic,Gavin,Hispanic,Hispanic,
2013,MALE,HISPANIC,Noel,27,78,Male,Hispanic,Noel,Hispanic,Hispanic,
2013,MALE,HISPANIC,Abel,26,79,Male,Hispanic,Abel,Hispanic,Hispanic,
2013,MALE,HISPANIC,Adriel,26,79,Male,Hispanic,Adriel,Hispanic,Hispanic,
2013,MALE,HISPANIC,Marco,26,79,Male,Hispanic,Marco,Hispanic,Hispanic,
2013,MALE,HISPANIC,Hector,25,80,Male,Hispanic,Hector,Hispanic,Hispanic,
2013,MALE,HISPANIC,Ismael,25,80,Male,Hispanic,Ismael,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jared,25,80,Male,Hispanic,Jared,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jariel,25,80,Male,Hispanic,Jariel,Hispanic,Hispanic,
2013,MALE,HISPANIC,Julius,25,80,Male,Hispanic,Julius,Hispanic,Hispanic,
2013,MALE,HISPANIC,Zachary,25,80,Male,Hispanic,Zachary,Hispanic,Hispanic,
2013,MALE,HISPANIC,Amir,24,81,Male,Hispanic,Amir,Hispanic,Hispanic,
2013,MALE,HISPANIC,Devin,24,81,Male,Hispanic,Devin,Hispanic,Hispanic,
2013,MALE,HISPANIC,Oliver,24,81,Male,Hispanic,Oliver,Hispanic,Hispanic,
2013,MALE,HISPANIC,Pedro,24,81,Male,Hispanic,Pedro,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jael,23,82,Male,Hispanic,Jael,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jayce,23,82,Male,Hispanic,Jayce,Hispanic,Hispanic,
2013,MALE,HISPANIC,Julio,23,82,Male,Hispanic,Julio,Hispanic,Hispanic,
2013,MALE,HISPANIC,Brayan,22,83,Male,Hispanic,Brayan,Hispanic,Hispanic,
2013,MALE,HISPANIC,Eduardo,22,83,Male,Hispanic,Eduardo,Hispanic,Hispanic,
2013,MALE,HISPANIC,Raul,22,83,Male,Hispanic,Raul,Hispanic,Hispanic,
2013,MALE,HISPANIC,Richard,22,83,Male,Hispanic,Richard,Hispanic,Hispanic,
2013,MALE,HISPANIC,Vincent,22,83,Male,Hispanic,Vincent,Hispanic,Hispanic,
2013,MALE,HISPANIC,Bradley,21,84,Male,Hispanic,Bradley,Hispanic,Hispanic,
2013,MALE,HISPANIC,Byron,21,84,Male,Hispanic,Byron,Hispanic,Hispanic,
2013,MALE,HISPANIC,Darwin,21,84,Male,Hispanic,Darwin,Hispanic,Hispanic,
2013,MALE,HISPANIC,Edgar,21,84,Male,Hispanic,Edgar,Hispanic,Hispanic,
2013,MALE,HISPANIC,Elian,21,84,Male,Hispanic,Elian,Hispanic,Hispanic,
2013,MALE,HISPANIC,Pablo,21,84,Male,Hispanic,Pablo,Hispanic,Hispanic,
2013,MALE,HISPANIC,Tristan,21,84,Male,Hispanic,Tristan,Hispanic,Hispanic,
2013,MALE,HISPANIC,Yahir,21,84,Male,Hispanic,Yahir,Hispanic,Hispanic,
2013,MALE,HISPANIC,Albert,20,85,Male,Hispanic,Albert,Hispanic,Hispanic,
2013,MALE,HISPANIC,Chris,20,85,Male,Hispanic,Chris,Hispanic,Hispanic,
2013,MALE,HISPANIC,Emanuel,20,85,Male,Hispanic,Emanuel,Hispanic,Hispanic,
2013,MALE,HISPANIC,Felix,20,85,Male,Hispanic,Felix,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jaiden,20,85,Male,Hispanic,Jaiden,Hispanic,Hispanic,
2013,MALE,HISPANIC,Kendrick,20,85,Male,Hispanic,Kendrick,Hispanic,Hispanic,
2013,MALE,HISPANIC,Matias,20,85,Male,Hispanic,Matias,Hispanic,Hispanic,
2013,MALE,HISPANIC,Maximus,20,85,Male,Hispanic,Maximus,Hispanic,Hispanic,
2013,MALE,HISPANIC,Yadiel,20,85,Male,Hispanic,Yadiel,Hispanic,Hispanic,
2013,MALE,HISPANIC,Cameron,19,86,Male,Hispanic,Cameron,Hispanic,Hispanic,
2013,MALE,HISPANIC,Danny,19,86,Male,Hispanic,Danny,Hispanic,Hispanic,
2013,MALE,HISPANIC,Ricardo,19,86,Male,Hispanic,Ricardo,Hispanic,Hispanic,
2013,MALE,HISPANIC,Armani,18,87,Male,Hispanic,Armani,Hispanic,Hispanic,
2013,MALE,HISPANIC,Hunter,18,87,Male,Hispanic,Hunter,Hispanic,Hispanic,
2013,MALE,HISPANIC,Israel,18,87,Male,Hispanic,Israel,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jayson,18,87,Male,Hispanic,Jayson,Hispanic,Hispanic,
2013,MALE,HISPANIC,Luca,18,87,Male,Hispanic,Luca,Hispanic,Hispanic,
2013,MALE,HISPANIC,Marcus,18,87,Male,Hispanic,Marcus,Hispanic,Hispanic,
2013,MALE,HISPANIC,Moises,18,87,Male,Hispanic,Moises,Hispanic,Hispanic,
2013,MALE,HISPANIC,Prince,18,87,Male,Hispanic,Prince,Hispanic,Hispanic,
2013,MALE,HISPANIC,Riley,18,87,Male,Hispanic,Riley,Hispanic,Hispanic,
2013,MALE,HISPANIC,Tomas,18,87,Male,Hispanic,Tomas,Hispanic,Hispanic,
2013,MALE,HISPANIC,Uriel,18,87,Male,Hispanic,Uriel,Hispanic,Hispanic,
2013,MALE,HISPANIC,Blake,17,88,Male,Hispanic,Blake,Hispanic,Hispanic,
2013,MALE,HISPANIC,Chase,17,88,Male,Hispanic,Chase,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jackson,17,88,Male,Hispanic,Jackson,Hispanic,Hispanic,
2013,MALE,HISPANIC,Kelvin,17,88,Male,Hispanic,Kelvin,Hispanic,Hispanic,
2013,MALE,HISPANIC,Leo,17,88,Male,Hispanic,Leo,Hispanic,Hispanic,
2013,MALE,HISPANIC,Sergio,17,88,Male,Hispanic,Sergio,Hispanic,Hispanic,
2013,MALE,HISPANIC,Charlie,16,89,Male,Hispanic,Charlie,Hispanic,Hispanic,
2013,MALE,HISPANIC,Kenny,16,89,Male,Hispanic,Kenny,Hispanic,Hispanic,
2013,MALE,HISPANIC,Mario,16,89,Male,Hispanic,Mario,Hispanic,Hispanic,
2013,MALE,HISPANIC,Maxwell,16,89,Male,Hispanic,Maxwell,Hispanic,Hispanic,
2013,MALE,HISPANIC,Nelson,16,89,Male,Hispanic,Nelson,Hispanic,Hispanic,
2013,MALE,HISPANIC,Neymar,16,89,Male,Hispanic,Neymar,Hispanic,Hispanic,
2013,MALE,HISPANIC,Patrick,16,89,Male,Hispanic,Patrick,Hispanic,Hispanic,
2013,MALE,HISPANIC,Adonis,15,90,Male,Hispanic,Adonis,Hispanic,Hispanic,
2013,MALE,HISPANIC,Dilan,15,90,Male,Hispanic,Dilan,Hispanic,Hispanic,
2013,MALE,HISPANIC,Edison,15,90,Male,Hispanic,Edison,Hispanic,Hispanic,
2013,MALE,HISPANIC,Johnny,15,90,Male,Hispanic,Johnny,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jonas,15,90,Male,Hispanic,Jonas,Hispanic,Hispanic,
2013,MALE,HISPANIC,King,15,90,Male,Hispanic,King,Hispanic,Hispanic,
2013,MALE,HISPANIC,Levi,15,90,Male,Hispanic,Levi,Hispanic,Hispanic,
2013,MALE,HISPANIC,Roberto,15,90,Male,Hispanic,Roberto,Hispanic,Hispanic,
2013,MALE,HISPANIC,Carmelo,14,91,Male,Hispanic,Carmelo,Hispanic,Hispanic,
2013,MALE,HISPANIC,Denzel,14,91,Male,Hispanic,Denzel,Hispanic,Hispanic,
2013,MALE,HISPANIC,Gustavo,14,91,Male,Hispanic,Gustavo,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jaxon,14,91,Male,Hispanic,Jaxon,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jaycob,14,91,Male,Hispanic,Jaycob,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jean,14,91,Male,Hispanic,Jean,Hispanic,Hispanic,
2013,MALE,HISPANIC,Leandro,14,91,Male,Hispanic,Leandro,Hispanic,Hispanic,
2013,MALE,HISPANIC,Lenny,14,91,Male,Hispanic,Lenny,Hispanic,Hispanic,
2013,MALE,HISPANIC,Marcos,14,91,Male,Hispanic,Marcos,Hispanic,Hispanic,
2013,MALE,HISPANIC,Mathias,14,91,Male,Hispanic,Mathias,Hispanic,Hispanic,
2013,MALE,HISPANIC,Matteo,14,91,Male,Hispanic,Matteo,Hispanic,Hispanic,
2013,MALE,HISPANIC,Milan,14,91,Male,Hispanic,Milan,Hispanic,Hispanic,
2013,MALE,HISPANIC,Owen,14,91,Male,Hispanic,Owen,Hispanic,Hispanic,
2013,MALE,HISPANIC,Alberto,13,92,Male,Hispanic,Alberto,Hispanic,Hispanic,
2013,MALE,HISPANIC,Cayden,13,92,Male,Hispanic,Cayden,Hispanic,Hispanic,
2013,MALE,HISPANIC,Dante,13,92,Male,Hispanic,Dante,Hispanic,Hispanic,
2013,MALE,HISPANIC,Frank,13,92,Male,Hispanic,Frank,Hispanic,Hispanic,
2013,MALE,HISPANIC,Isaias,13,92,Male,Hispanic,Isaias,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jefferson,13,92,Male,Hispanic,Jefferson,Hispanic,Hispanic,
2013,MALE,HISPANIC,Joaquin,13,92,Male,Hispanic,Joaquin,Hispanic,Hispanic,
2013,MALE,HISPANIC,Mark,13,92,Male,Hispanic,Mark,Hispanic,Hispanic,
2013,MALE,HISPANIC,Martin,13,92,Male,Hispanic,Martin,Hispanic,Hispanic,
2013,MALE,HISPANIC,Thomas,13,92,Male,Hispanic,Thomas,Hispanic,Hispanic,
2013,MALE,HISPANIC,Alfredo,12,93,Male,Hispanic,Alfredo,Hispanic,Hispanic,
2013,MALE,HISPANIC,Ashton,12,93,Male,Hispanic,Ashton,Hispanic,Hispanic,
2013,MALE,HISPANIC,Bruce,12,93,Male,Hispanic,Bruce,Hispanic,Hispanic,
2013,MALE,HISPANIC,Bryant,12,93,Male,Hispanic,Bryant,Hispanic,Hispanic,
2013,MALE,HISPANIC,Damien,12,93,Male,Hispanic,Damien,Hispanic,Hispanic,
2013,MALE,HISPANIC,Dean,12,93,Male,Hispanic,Dean,Hispanic,Hispanic,
2013,MALE,HISPANIC,Felipe,12,93,Male,Hispanic,Felipe,Hispanic,Hispanic,
2013,MALE,HISPANIC,George,12,93,Male,Hispanic,George,Hispanic,Hispanic,
2013,MALE,HISPANIC,Giovanny,12,93,Male,Hispanic,Giovanny,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jeremias,12,93,Male,Hispanic,Jeremias,Hispanic,Hispanic,
2013,MALE,HISPANIC,Justice,12,93,Male,Hispanic,Justice,Hispanic,Hispanic,
2013,MALE,HISPANIC,Maison,12,93,Male,Hispanic,Maison,Hispanic,Hispanic,
2013,MALE,HISPANIC,Maximilian,12,93,Male,Hispanic,Maximilian,Hispanic,Hispanic,
2013,MALE,HISPANIC,Paul,12,93,Male,Hispanic,Paul,Hispanic,Hispanic,
2013,MALE,HISPANIC,Timothy,12,93,Male,Hispanic,Timothy,Hispanic,Hispanic,
2013,MALE,HISPANIC,Valentino,12,93,Male,Hispanic,Valentino,Hispanic,Hispanic,
2013,MALE,HISPANIC,Xander,12,93,Male,Hispanic,Xander,Hispanic,Hispanic,
2013,MALE,HISPANIC,Aden,11,94,Male,Hispanic,Aden,Hispanic,Hispanic,
2013,MALE,HISPANIC,Arian,11,94,Male,Hispanic,Arian,Hispanic,Hispanic,
2013,MALE,HISPANIC,Camilo,11,94,Male,Hispanic,Camilo,Hispanic,Hispanic,
2013,MALE,HISPANIC,Cristopher,11,94,Male,Hispanic,Cristopher,Hispanic,Hispanic,
2013,MALE,HISPANIC,Dereck,11,94,Male,Hispanic,Dereck,Hispanic,Hispanic,
2013,MALE,HISPANIC,Ezequiel,11,94,Male,Hispanic,Ezequiel,Hispanic,Hispanic,
2013,MALE,HISPANIC,Ezra,11,94,Male,Hispanic,Ezra,Hispanic,Hispanic,
2013,MALE,HISPANIC,Gregory,11,94,Male,Hispanic,Gregory,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jimmy,11,94,Male,Hispanic,Jimmy,Hispanic,Hispanic,
2013,MALE,HISPANIC,Luke,11,94,Male,Hispanic,Luke,Hispanic,Hispanic,
2013,MALE,HISPANIC,Mayson,11,94,Male,Hispanic,Mayson,Hispanic,Hispanic,
2013,MALE,HISPANIC,Wesley,11,94,Male,Hispanic,Wesley,Hispanic,Hispanic,
2013,MALE,HISPANIC,Adan,10,95,Male,Hispanic,Adan,Hispanic,Hispanic,
2013,MALE,HISPANIC,Alonso,10,95,Male,Hispanic,Alonso,Hispanic,Hispanic,
2013,MALE,HISPANIC,Eliam,10,95,Male,Hispanic,Eliam,Hispanic,Hispanic,
2013,MALE,HISPANIC,Gerard,10,95,Male,Hispanic,Gerard,Hispanic,Hispanic,
2013,MALE,HISPANIC,Grayson,10,95,Male,Hispanic,Grayson,Hispanic,Hispanic,
2013,MALE,HISPANIC,Hanley,10,95,Male,Hispanic,Hanley,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jahir,10,95,Male,Hispanic,Jahir,Hispanic,Hispanic,
2013,MALE,HISPANIC,Jair,10,95,Male,Hispanic,Jair,Hispanic,Hispanic,
2013,MALE,HISPANIC,Januel,10,95,Male,Hispanic,Januel,Hispanic,Hispanic,
2013,MALE,HISPANIC,Junior,10,95,Male,Hispanic,Junior,Hispanic,Hispanic,
2013,MALE,HISPANIC,Lian,10,95,Male,Hispanic,Lian,Hispanic,Hispanic,
2013,MALE,HISPANIC,Marlon,10,95,Male,Hispanic,Marlon,Hispanic,Hispanic,
2013,MALE,HISPANIC,Marvin,10,95,Male,Hispanic,Marvin,Hispanic,Hispanic,
2013,MALE,HISPANIC,Mauricio,10,95,Male,Hispanic,Mauricio,Hispanic,Hispanic,
2013,MALE,HISPANIC,Maximo,10,95,Male,Hispanic,Maximo,Hispanic,Hispanic,
2013,MALE,HISPANIC,Preston,10,95,Male,Hispanic,Preston,Hispanic,Hispanic,
2013,MALE,HISPANIC,Raymond,10,95,Male,Hispanic,Raymond,Hispanic,Hispanic,
2013,MALE,HISPANIC,Wilson,10,95,Male,Hispanic,Wilson,Hispanic,Hispanic,
2013,MALE,HISPANIC,Yariel,10,95,Male,Hispanic,Yariel,Hispanic,Hispanic,
2013,MALE,HISPANIC,Zion,10,95,Male,Hispanic,Zion,Hispanic,Hispanic,
2013,MALE,WHITE NON HISPANIC,David,304,1,Male,White Non Hispanic,David,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Moshe,262,4,Male,White Non Hispanic,Moshe,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Daniel,233,5,Male,White Non Hispanic,Daniel,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Benjamin,232,6,Male,White Non Hispanic,Benjamin,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,James,223,7,Male,White Non Hispanic,James,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Jacob,217,8,Male,White Non Hispanic,Jacob,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Jack,212,9,Male,White Non Hispanic,Jack,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Alexander,206,10,Male,White Non Hispanic,Alexander,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,John,173,12,Male,White Non Hispanic,John,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Henry,161,13,Male,White Non Hispanic,Henry,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Noah,159,14,Male,White Non Hispanic,Noah,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Samuel,158,15,Male,White Non Hispanic,Samuel,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Nicholas,156,16,Male,White Non Hispanic,Nicholas,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Matthew,155,17,Male,White Non Hispanic,Matthew,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Adam,151,18,Male,White Non Hispanic,Adam,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Chaim,150,19,Male,White Non Hispanic,Chaim,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Liam,140,21,Male,White Non Hispanic,Liam,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Charles,136,22,Male,White Non Hispanic,Charles,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Dylan,136,22,Male,White Non Hispanic,Dylan,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Ryan,136,22,Male,White Non Hispanic,Ryan,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Ethan,125,23,Male,White Non Hispanic,Ethan,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Anthony,124,24,Male,White Non Hispanic,Anthony,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Andrew,120,27,Male,White Non Hispanic,Andrew,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Gabriel,116,28,Male,White Non Hispanic,Gabriel,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Yosef,110,29,Male,White Non Hispanic,Yosef,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Max,107,31,Male,White Non Hispanic,Max,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Thomas,107,31,Male,White Non Hispanic,Thomas,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Luke,100,32,Male,White Non Hispanic,Luke,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Jackson,98,33,Male,White Non Hispanic,Jackson,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Shimon,95,34,Male,White Non Hispanic,Shimon,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Joshua,91,36,Male,White Non Hispanic,Joshua,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Christopher,87,37,Male,White Non Hispanic,Christopher,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Robert,86,38,Male,White Non Hispanic,Robert,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Sebastian,86,38,Male,White Non Hispanic,Sebastian,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Jonathan,84,39,Male,White Non Hispanic,Jonathan,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Mason,84,39,Male,White Non Hispanic,Mason,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Eli,83,40,Male,White Non Hispanic,Eli,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Nathan,82,41,Male,White Non Hispanic,Nathan,White Non Hisp,White Non Hispanic,
2013,MALE,WHITE NON HISPANIC,Aaron,81,42,Male,White Non Hispanic,Aaron,White Non Hisp,White Non Hispanic,
